geoarea,status,region,subregion,geoarea_esri,iso-alpha3,economy,sids,economy_sids,un_region_code,un_region_name,un_subregion_code,un_subregion_name,un_intermediate_region_code,un_intermediate_region_name,un_area,m49_code,mrgid,eez_area,total_eez_area,eez_deeper_than_200,eez_area_0_to_200m,eez_area_200_to_1000m,eez_area_1000_to_2000m,eez_area_2000_to_4000m,eez_area_4000_to_6000m,eez_area_deeper_than_6000m,pct_eez_deeper_than_200,no_ocean,has_ocean,has_ocean_no_deep,has_ocean_deep,ocean_status,50_percent_or_more,90_percent_or_more,Depth_200_PCT,Depth_200_1000_PCT,Depth_1000_2000_PCT,Depth_2000_4000_PCT,Depth_4000_6000_PCT,Depth_6000_PCT,num_survey,num_survey_geo,num_research_geo,survey_research,survey_alone,research_alone,no_data,yes_data,data_sources,no_research_why,check,geoarea eez check,Sovereign,income_group_wb,has_deep_ocean,,dscsr-all,dscsr-imp,dscsr-tools,dscsr-exp,dscsr-group,dscsr-group-imp,dscsr-group-tools,dscsr-group-exp,dsc-pi-all,dsc-pi-vessel,dsc-pi-dsv,dsc-pi-sensor,dsc-pi-data,dsc-pi-org,dsc-pi-ind,dsc-ai-all,dsc-ai-vessel,dsc-ai-dsv,dsc-ai-sensor,dsc-ai-data,dsc-si-all,dsc-si-vessel,dsc-si-dsv,dsc-si-sensor,dsc-si-data,dsc-index-group
Palau,Sovereign,Oceania,Micronesia,Palau,PLW,Developing,SIDS,SIDS,9,Oceania,57,Micronesia,,,Palau,585,8315,Palau,614083.0668,611645.7209,2437.345966,2628.980908,7324.371441,159138.0052,428499.1735,14055.18981,99.60,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,1,26,70,2,1,1,1,1,0,0,0,1,survey_research,,1,Palau,Palau,High income,1,,2,5,1,1,E,4.25,1.25,1.75,2,2,2,1,3,2,4,1,2,#N/A,#N/A,#N/A,1,3,#N/A,#N/A,#N/A,D
Howland & Baker Island,Territory,Oceania,Polynesia,United States Minor Outlying Islands,,Unclassified,,Unclassified,,,,,,,,,8451,Howland and Baker islands,434880.3142,434872.6213,7.692873672,50.42904978,611.7342957,6202.639102,428007.8189,0,100.00,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,1,98,0,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,Howland & Baker Island,United States of America,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Jarvis Island,Territory,Oceania,Polynesia,United States Minor Outlying Islands,,Unclassified,,Unclassified,,,,,,,,,8442,Jarvis Island,323176.9176,323172.8574,4.060200125,32.69465645,525.8396543,5768.493974,316845.8291,0,100.00,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,2,98,0,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,Jarvis Island,United States of America,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Johnston Atoll,Territory,Oceania,Polynesia,United States Minor Outlying Islands,,Unclassified,,Unclassified,,,,,,,,,8452,Johnston Atoll,442379.0455,442247.3001,131.7454821,158.9567028,9382.190144,61058.62261,371057.9343,589.5963302,99.97,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,2,14,84,0,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,Johnston Atoll,United States of America,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Palmyra Atoll & Kingman Reef,Territory,Oceania,Polynesia,United States Minor Outlying Islands,,Unclassified,,Unclassified,,,,,,,,,8443,Palmyra Atoll,353688.6476,353578.3807,110.2669584,313.6629729,13340.53692,66939.15348,272985.0273,0,99.97,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,4,19,77,0,0,0,0,0,0,0,1,0,no_data,Uninhabited/not permanent,1,Palmyra Atoll & Kingman Reef,United States of America,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
American Samoa,Territory,Oceania,Polynesia,American Samoa,ASM,Developing,SIDS,SIDS,9,Oceania,61,Polynesia,,,American Samoa,16,8444,American Samoa,405799.9447,405374.2437,425.701022,777.7431617,2588.881753,22720.25262,379248.1083,39.25785567,99.90,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,1,6,93,0,0,0,1,0,0,1,0,1,research_only,,1,American Samoa,United States of America,Upper middle income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,3,3,4,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Pitcairn Islands,Territory,Oceania,Polynesia,Pitcairn,,Unclassified,,Unclassified,9,Oceania,61,Polynesia,,,Pitcairn,612,8439,Pitcairn,842292.9852,842186.454,106.5311668,681.3420562,4046.876937,746227.726,91230.50903,0,99.99,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,89,11,0,0,0,1,0,0,1,0,1,research_only,,1,Pitcairn Islands,United Kingdom,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,1,1,1,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
French Polynesia,Territory,Oceania,Polynesia,French Polynesia,PYF,Developing,SIDS,SIDS,9,Oceania,61,Polynesia,,,French Polynesia,258,8440,French Polynesia,4761800.526,4746873.838,14926.68882,31967.13204,136487.2794,1278828.635,3299589.359,1.432389796,99.69,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,1,3,27,69,0,0,0,1,0,0,1,0,1,research_only,,1,French Polynesia,France,High income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,5,4,5,5,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Niue,Sovereign,Oceania,Polynesia,Niue,NIU,Developing,SIDS,SIDS,9,Oceania,61,Polynesia,,,Niue,570,8447,Niue,318122.1662,318064.6004,57.56582099,432.6405632,1276.489639,8332.603106,308016.8839,5.983232871,99.98,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,3,97,0,0,0,1,0,0,1,0,1,research_only,,1,Niue,Niue,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,1,1,3,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Samoa,Sovereign,Oceania,Polynesia,Samoa,WSM,Developing,SIDS,SIDS,9,Oceania,61,Polynesia,,,Samoa,882,8445,Samoa,130097.5947,128627.9791,1469.615631,2200.809044,4360.799707,23010.81631,94307.13097,4748.423086,98.87,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,2,3,18,72,4,0,0,1,0,0,1,0,1,research_only,,1,Samoa,Samoa,Lower middle income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,4,1,3,3,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Tokelau,Territory,Oceania,Polynesia,Tokelau,TKL,Developing,,Developing,9,Oceania,61,Polynesia,,,Tokelau,772,8449,Tokelau,320604.3588,320594.2282,10.13061126,225.0420948,878.6598929,54544.38141,264946.1448,0,100.00,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,17,83,0,0,0,1,0,0,1,0,1,research_only,,1,Tokelau,New Zealand,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,1,1,1,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Tuvalu,Sovereign,Oceania,Polynesia,Tuvalu,TUV,Developing,SIDS,SIDS,9,Oceania,61,Polynesia,,,Tuvalu,798,8326,Tuvalu,752331.7816,749065.4265,3266.355043,5918.440913,15937.45053,94305.19909,629974.6179,2929.718074,99.57,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,1,2,13,84,0,0,0,1,0,0,1,0,1,research_only,,1,Tuvalu,Tuvalu,Upper middle income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,1,1,4,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Wallis and Futuna,Territory,Oceania,Polynesia,Wallis and Futuna,,Unclassified,,Unclassified,9,Oceania,61,Polynesia,,,Wallis and Futuna Islands,876,8454,Wallis and Futuna,262382.556,260924.2108,1458.345249,5351.037425,43771.19271,151689.8746,60111.89875,0.207305029,99.44,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,2,17,58,23,0,0,0,1,0,0,1,0,1,research_only,,1,Wallis and Futuna,France,Not classified,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,1,1,5,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,D
Solomon Islands,Sovereign,Oceania,Melanesia,Solomon Islands,SLB,Developing,SIDS,SIDS,9,Oceania,54,Melanesia,,,Solomon Islands,90,8314,Solomon Islands,1598382.593,1574169.242,24213.35114,51496.0228,210098.1693,980998.0247,318089.8665,13487.15877,98.49,0,1,0,1,has_ocean_deep,TRUE,TRUE,2,3,13,61,20,1,1,1,1,1,0,0,0,1,survey_research,,1,Solomon Islands,Solomon Islands,Lower middle income,1,,2,4,1,2,E,4.25,1.25,1.75,3,5,2,4,4,2,3,2,2,1,2,2,1,2,1,2,3,D
New Zealand,Sovereign,Oceania,Australia and New Zealand,New Zealand,NZL,Developed,,Developed,9,Oceania,53,Australia and New Zealand,,,New Zealand,554,8455,New Zealand,4100610.565,3829570.195,271040.3699,785554.3461,852983.8488,1282685.485,816893.3071,91453.20822,93.39,0,1,0,1,has_ocean_deep,TRUE,TRUE,7,19,21,31,20,2,2,1,1,1,0,0,0,1,survey_research,,1,New Zealand,New Zealand,High income,1,,4,2,4,5,B,2.50,4.50,5.00,4,5,2,5,4,3,5,4,2,3,4,5,3,2,3,3,3,B
Papua New Guinea,Sovereign,Oceania,Melanesia,Papua New Guinea,PNG,Developing,SIDS,SIDS,9,Oceania,54,Melanesia,,,Papua New Guinea,598,8324,Papua New Guinea,2384407.541,2226942.387,157465.154,145795.6293,561070.4814,906753.6502,569769.8049,43552.82133,93.40,0,1,0,1,has_ocean_deep,TRUE,TRUE,7,6,24,38,24,2,2,1,1,1,0,0,0,1,survey_research,,1,Papua New Guinea,Papua New Guinea,Lower middle income,1,,2,4,1,2,E,4.25,1.25,1.75,3,5,2,5,4,3,4,2,2,1,2,2,1,2,1,2,3,D
Tonga,Sovereign,Oceania,Polynesia,Tonga,TON,Developing,SIDS,SIDS,9,Oceania,61,Polynesia,,,Tonga,776,8448,Tonga,664464.0583,657724.0438,6740.014452,48927.26884,141699.0177,227878.4739,146424.9196,92794.36374,98.99,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,7,21,34,22,14,2,1,1,1,0,0,0,1,survey_research,,1,Tonga,Tonga,Upper middle income,1,,1,3,1,1,F,2.60,1.00,1.80,1,5,1,1,3,1,4,2,4,1,1,3,3,1,3,4,1,D
Australia,Sovereign,Oceania,Australia and New Zealand,Australia,AUS,Developed,,Developed,9,Oceania,53,Australia and New Zealand,,,Australia,36,8323,Australia,7336556.774,5219223.553,2117333.221,534430.1073,877104.9286,1540078.182,2265750.145,1860.191177,71.14,0,1,0,1,has_ocean_deep,TRUE,FALSE,29,7,12,21,31,0,3,1,1,1,0,0,0,1,survey_research,,1,Australia,Australia,High income,1,,4,2,4,5,B,2.50,4.50,5.00,5,5,5,5,5,5,4,4,2,3,4,5,3,2,3,3,3,B
Cook Islands,Sovereign,Oceania,Polynesia,Cook Islands,COK,Developing,SIDS,SIDS,9,Oceania,61,Polynesia,,,Cook Islands,184,8446,Cook Islands,1969065.221,1968599.598,465.6220037,1534.386953,5971.990917,349107.3838,1609157.002,2828.834814,99.98,0,1,0,1,has_ocean_deep,TRUE,TRUE,0,0,0,18,82,0,3,1,1,1,0,0,0,1,survey_research,,1,Cook Islands,Cook Islands,Not classified,1,,1,3,1,1,F,2.60,1.00,1.80,3,5,2,3,4,2,3,2,4,1,1,3,3,1,3,4,1,D
Fiji,Sovereign,Oceania,Melanesia,Fiji,FJI,Developing,SIDS,SIDS,9,Oceania,54,Melanesia,,,Fiji,242,8325,Fiji,1276794.171,1241581.489,35212.68251,58570.21098,154324.0972,860580.3306,168095.408,11.44214076,97.24,0,1,0,1,has_ocean_deep,TRUE,TRUE,3,5,12,67,13,0,3,1,1,1,0,0,0,1,survey_research,,1,Fiji,Fiji,Upper middle income,1,,2,4,1,2,E,4.25,1.25,1.75,2,4,1,1,3,3,4,2,2,1,2,2,1,2,1,2,3,D
Vanuatu,Sovereign,Oceania,Melanesia,Vanuatu,VUT,Developing,SIDS,SIDS,9,Oceania,54,Melanesia,,,Vanuatu,548,8313,Vanuatu,621650.3517,615200.686,6449.665698,35873.33496,91285.83707,380610.0014,99867.5067,7564.00584,98.96,0,1,0,1,has_ocean_deep,TRUE,TRUE,1,6,15,61,16,1,5,1,1,1,0,0,0,1,survey_research,,1,Vanuatu,Vanuatu,Lower middle income,1,,2,4,1,2,E,4.25,1.25,1.75,2,5,1,3,2,2,4,2,2,1,2,2,1,2,1,2,3,D
Bahrain,Sovereign,Asia,Western Asia,Bahrain,BHR,Developing,SIDS,SIDS,142,Asia,145,Western Asia,,,Bahrain,48,8358,Bahrain,7420.206584,0,7420.206584,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Bahrain,Bahrain,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Cambodia,Sovereign,Asia,Southeastern Asia,Cambodia,KHM,Developing,,Developing,142,Asia,35,South-eastern Asia,,,Cambodia,116,8331,Cambodia,48251.76744,0,48251.76744,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Cambodia,Cambodia,Lower middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Qatar,Sovereign,Asia,Western Asia,Qatar,QAT,Developing,,Developing,142,Asia,145,Western Asia,,,Qatar,634,50170,Qatar,31207.25721,0,31207.25721,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Qatar,Qatar,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Iraq,Sovereign,Asia,Western Asia,Iraq,IRQ,Developing,,Developing,142,Asia,145,Western Asia,,,Iraq,368,8470,Iraq,1155.284788,0,1155.284788,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,1,1,0,0,1,0,0,1,survey_only,<1% deep sea,1,Iraq,Iraq,Upper middle income,0,,3,3,3,3,C,2.40,2.00,3.40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,2,2,4,3,3,2,2,3,3,C
Kuwait,Sovereign,Asia,Western Asia,Kuwait,KWT,Developing,,Developing,142,Asia,145,Western Asia,,,Kuwait,414,8357,Kuwait,11140.71184,0,11140.71184,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,1,1,0,0,1,0,0,1,survey_only,<1% deep sea,1,Kuwait,Kuwait,High income,0,,3,3,3,3,C,2.40,2.00,3.40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,2,2,4,3,3,2,2,3,3,C
Singapore,Sovereign,Asia,Southeastern Asia,Singapore,SGP,Developing,SIDS,SIDS,142,Asia,35,South-eastern Asia,,,Singapore,702,8485,Singapore,646.9263967,0,646.9263967,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,3,1,0,0,1,0,0,1,survey_only,<1% deep sea,1,Singapore,Singapore,High income,0,,3,5,2,3,D,4.50,1.50,3.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,2,1,3,4,3,3,2,4,2,B
Bosnia and Herzegovina,Sovereign,Europe,Southern Europe,Bosnia and Herzegovina,BIH,Developed,,Developed,150,Europe,39,Southern Europe,,,Bosnia and Herzegovina,70,22491,Bosnia and Herzegovina,10.55116066,0,10.55116066,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Bosnia and Herzegovina,Bosnia and Herzegovina,Upper middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Estonia,Sovereign,Europe,Northern Europe,Estonia,EST,Developed,,Developed,150,Europe,154,Northern Europe,,,Estonia,233,5675,Estonia,35885.58418,3.556110457,35882.02807,3.556110457,0,0,0,0,0.01,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Estonia,Estonia,High income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Finland,Sovereign,Europe,Northern Europe,Finland,FIN,Developed,,Developed,150,Europe,154,Northern Europe,,,Finland,246,5676,Finland,79259.39208,318.0975694,78941.29451,318.0975694,0,0,0,0,0.40,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Finland,Finland,High income,1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Guernsey,Territory,Europe,Northern Europe,Guernsey,GGY,Developed,,Developed,150,Europe,154,Northern Europe,830,Channel Islands,Guernsey,831,21788,Guernsey,6511.583755,0,6511.583755,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Guernsey,United Kingdom,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Jersey,Territory,Europe,Northern Europe,Jersey,JEY,Developed,,Developed,150,Europe,154,Northern Europe,830,Channel Islands,Jersey,832,21789,Jersey,2260.322156,0,2260.322156,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Jersey,United Kingdom,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,Sovereign,Europe,Northern Europe,Lithuania,LTU,Developed,,Developed,150,Europe,154,Northern Europe,,,Lithuania,440,5684,Lithuania,6784.893642,0,6784.893642,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Lithuania,Lithuania,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Netherlands,Sovereign,Europe,Western Europe,Netherlands,NLD,Developed,,Developed,150,Europe,155,Western Europe,,,Netherlands,528,5668,Netherlands,61963.48182,0,61963.48182,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Netherlands,Netherlands,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Poland,Sovereign,Europe,Eastern Europe,Poland,POL,Developed,,Developed,150,Europe,151,Eastern Europe,,,Poland,616,5687,Poland,29132.84379,0,29132.84379,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Poland,Poland,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Slovenia,Sovereign,Europe,Southern Europe,Slovenia,SVN,Developed,,Developed,150,Europe,39,Southern Europe,,,Slovenia,705,5692,Slovenia,212.7052986,0,212.7052986,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,<1% deep sea,1,Slovenia,Slovenia,High income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Denmark,Sovereign,Europe,Northern Europe,Denmark,DNK,Developed,,Developed,150,Europe,154,Northern Europe,,,Denmark,208,5674,Denmark,103199.3778,823.9354362,102375.4424,823.9354362,0,0,0,0,0.80,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,99,1,0,0,0,0,1,1,0,0,1,0,0,1,survey_research,<1% deep sea,2,Denmark,Denmark,High income,1,,4,4,5,5,A,4.67,5.00,5.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,3,4,5,5,5,5,5,5,5,A
Germany,Sovereign,Europe,Western Europe,Germany,DEU,Developed,,Developed,150,Europe,155,Western Europe,,,Germany,276,5669,Germany,53057.45794,0,53057.45794,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,1,1,0,0,1,0,0,1,survey_only,<1% deep sea,1,Germany,Germany,High income,0,,5,5,5,5,A,4.67,5.00,5.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,1,4,4,2,4,5,4,4,2,B
Belgium,Sovereign,Europe,Western Europe,Belgium,BEL,Developed,,Developed,150,Europe,155,Western Europe,,,Belgium,56,3293,Belgium,3463.897284,0,3463.897284,0,0,0,0,0,0.00,0,1,1,0,has_ocean_no_deep,FALSE,FALSE,100,0,0,0,0,0,2,1,0,0,1,0,0,1,survey_only,<1% deep sea,1,Belgium,Belgium,High income,0,,5,5,5,5,A,4.67,5.00,5.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,1,4,4,2,4,5,4,4,2,B
Botswana,Sovereign,Africa,Southern Africa,Botswana,BWA,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,18,Southern Africa,Botswana,72,,Botswana,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Upper middle income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Burkina Faso,Sovereign,Africa,Western Africa,Burkina Faso,BFA,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Burkina Faso,854,,Burkina Faso,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Burundi,Sovereign,Africa,Eastern Africa,Burundi,BDI,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Burundi,108,,Burundi,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Central African Republic,Sovereign,Africa,Middle Africa,Central African Republic,CAF,Developing,,Developing,2,Africa,202,Sub-Saharan Africa,17,Middle Africa,Central African Republic,140,,Central African Republic,0,0,0,0,0,0,0,0,N/A,1,0,0,0,no_ocean,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no_data,No ocean,1,#N/A,#N/A,Low income,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
